Neuroticism (N-Score),Extroversion (E-Score),Openness (O-Score),Agreeableness (A-Score),Conscientiousness (C-Score),Impulsiveness (BIS-11),Sensation (SS),Alcohol,Amphetamines,Amyl nitrites,Benzos,Caffeine,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal Highs,LSD,Methamphetamine,Magic Mushrooms,Nicotine,Semer,Inhalants/Volatiles,Age_18-24,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_F,Gender_M,Country_Australia,Country_Canada,Country_Ireland,Country_New Zealand,Country_Other,Country_UK,Country_USA,Ethnicity_Black-Asian,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Other,Ethnicity_White,Ethnicity_White-Asian,Ethnicity_White-Black,Education_level,Alcohol_Frequent,Amphetamines_Frequent,Amyl_Frequent,Benzos_Frequent,Caffeine_Frequent,Chocolate_Frequent,Cocaine_Frequent,Crack_Frequent,Ecstasy_Frequent,Heroin_Frequent,Ketamine_Frequent,Legal_Highs_Frequent,LSD_Frequent,Methamphetamine_Frequent,Magic _Mushrooms_Frequent,Nicotine_Frequent,Semer_Frequent,Inhalants_Frequent,Ketamine_Frequent,Legal_Highs_Frequent,LSD_Frequent,Methamphetamine_Frequent,Magic _Mushrooms_Frequent,Nicotine_Frequent,Semer_Frequent,Inhalants_Frequent
0.765638479,0.918631764,0.932891343,0.701149425,0.788188308,0.777777778,1,0.833333333,0,0,0.5,1,1,0.166666667,0,0.333333333,0,0,0,0,0,0.166666667,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.74889837,0.788442586,0.630902385,0.850574713,0.770537334,0.333333333,0.7,0.833333333,0.333333333,0.333333333,0,0.666666667,0.833333333,0.5,0,0.333333333,0,0.5,0.5,0.333333333,0,0.333333333,0.833333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.531276958,0.479243288,0.849005521,0.735632184,0.752886359,0.333333333,0.4,1,0.166666667,0.166666667,0,1,0.833333333,0.166666667,0,0.5,0,0,0.166666667,0.166666667,0,0.333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.548017067,0.82098988,0.865782686,0.91954023,0.858792205,0.222222222,0.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614977501,0.70707435,0.798674028,0.701149425,0.894094154,0.111111111,0.3,1,0,0,0.166666667,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.447576415,0.690800703,0.681233878,0.816091954,0.841141231,0.222222222,0.7,0.833333333,0,0,0,1,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51453685,0.625706114,0.563793728,0.83908046,0.664631488,0.222222222,0.2,0.833333333,0,0,0,1,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.732158262,0.576885172,0.832228357,0.850574713,0.823490257,0.555555556,0.5,0,0,0,0,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.732158262,0.641979761,0.849005521,0.804597701,0.770537334,0.333333333,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51453685,0.804716233,0.731565371,0.75862069,0.752886359,0.444444444,0.8,0.333333333,0.333333333,0.333333333,0.333333333,1,0.833333333,0.333333333,0.333333333,0.333333333,0,0.333333333,0,0.166666667,0.333333333,0.333333333,0.333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.531276958,0.625706114,0.630902385,0.735632184,0.629329539,0.777777778,0.4,0.666666667,0.166666667,0.166666667,0,1,1,0.166666667,0,0.166666667,0,0,0,0.166666667,0,0.166666667,1,0,0.166666667,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.464316524,0.70707435,0.748342536,0.781609195,0.823490257,0.444444444,0.7,0.833333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614977501,0.658253408,0.714788207,0.885057471,0.823490257,0,0.4,0.833333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.548017067,0.70707435,0.64767955,0.862068966,0.805839282,0.444444444,0.1,0.166666667,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.650891086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.497796741,0.641979761,0.479907907,0.816091954,0.682282462,0.222222222,0.5,0.833333333,0,0.333333333,0,1,1,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.313655546,0.739621644,0.630902385,0.91954023,0.805839282,0.222222222,0.4,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.397356089,0.723347997,0.698011043,0.701149425,0.947047077,0.222222222,0.6,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614977501,0.658253408,0.781896864,0.793103448,0.699933436,0.333333333,0.3,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.497796741,0.723347997,0.748342536,0.816091954,0.805839282,0.111111111,0.1,0.833333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.481056632,0.641979761,0.798674028,0.816091954,0.735235385,0.444444444,0.3,0.333333333,0,0.166666667,0.5,1,1,0.166666667,0,0,0,0,0,0,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.698678045,0.690800703,0.781896864,0.827586207,0.752886359,0.222222222,0.4,0.833333333,0,0,0,1,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51453685,0.723347997,0.698011043,0.804597701,0.858792205,0.222222222,0.2,0.833333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.464316524,0.674527055,0.496685071,0.75862069,0.894094154,0.111111111,0,1,0,0,0,0,1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38061598,0.755895291,0.748342536,0.747126437,0.929396103,0.555555556,0.7,1,0.333333333,0.166666667,0,1,1,0.333333333,0.166666667,0.5,0,0.333333333,0,0.333333333,0.166666667,0.333333333,0.833333333,0,0.166666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.63171761,0.82098988,0.714788207,0.689655172,0.629329539,0.888888889,0.9,1,0.166666667,0.166666667,0.166666667,0.666666667,0.833333333,0.5,0,0.5,0,0,0.5,0.166666667,0,0.166666667,0.833333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.330395655,0.755895291,0.64767955,0.781609195,0.805839282,0.333333333,0.4,1,0,0,0,1,0.833333333,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614977501,0.739621644,0.664456714,0.689655172,0.788188308,0.777777778,0.9,1,0,0,0,1,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.464316524,0.723347997,0.798674028,0.701149425,0.841141231,0.666666667,0.4,1,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0.166666667,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.447576415,0.82098988,0.916114179,0.873563218,0.805839282,0.222222222,0.2,0.166666667,0.166666667,0.166666667,0,0.833333333,1,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0.166666667,0.666666667,0,0.166666667,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.564757175,0.674527055,0.5302394,0.850574713,0.823490257,0.222222222,0.3,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614977501,0.560611525,0.714788207,0.67816092,0.646980514,0.888888889,0.9,0.833333333,0.333333333,0.333333333,0,1,1,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.447576415,0.609432466,0.731565371,0.75862069,0.558725642,0.555555556,0.7,0.833333333,0,0,0,0.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38061598,0.755895291,0.731565371,0.747126437,0.682282462,0.111111111,0.4,0.833333333,0,0,0.333333333,0.833333333,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.74889837,0.674527055,0.748342536,0.793103448,0.770537334,0.666666667,0.6,0.5,0.166666667,0.166666667,0.166666667,1,1,0.333333333,0,0,0,0,0,0.166666667,0,0.166666667,1,0,0.166666667,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.614977501,0.853537175,0.949668507,0.896551724,0.735235385,0.777777778,0.8,0.833333333,0.5,0.333333333,0.5,1,1,0,0,0.5,0,0,0.666666667,0,0,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.88281924,0.576885172,0.932891343,0.804597701,0.682282462,0.444444444,0.7,0.5,0.166666667,0,0,1,1,0.166666667,0,0.333333333,0,0,0.5,0,0,0.166666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.815858805,0.674527055,0.731565371,0.781609195,0.646980514,0.333333333,0.6,1,0.166666667,0.166666667,0.333333333,1,0.333333333,0.166666667,0.166666667,0.333333333,0,0,0,0.166666667,0,0.166666667,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.481056632,0.70707435,0.832228357,0.816091954,0.699933436,0.444444444,0.1,0.5,0.166666667,0.166666667,0.166666667,1,1,0.166666667,0,0.166666667,0,0.333333333,0.333333333,0.166666667,1,0.166666667,1,0,0.166666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0.363875872,0.772168939,0.849005521,0.827586207,0.805839282,0.333333333,0.7,0.166666667,0.166666667,0,0.333333333,1,1,0.166666667,0,0,0,0,0,0,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.765638479,0.52806423,0.815451193,0.873563218,0.541074668,0.666666667,0.7,0.833333333,0.333333333,0,0.5,1,1,0.166666667,0,0.333333333,0.166666667,0.333333333,0.333333333,0.166666667,1,0.333333333,0.333333333,0,0.166666667,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51453685,0.511790583,0.798674028,0.816091954,0.505772719,0.333333333,0.3,0.5,0,0,0.166666667,0.5,1,0.166666667,0.166666667,0.166666667,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.650891086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.614977501,0.804716233,0.64767955,0.83908046,0.699933436,0.222222222,0.4,1,0,0,0,0.5,1,0.333333333,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.598237393,0.674527055,0.849005521,0.816091954,0.682282462,0.333333333,0.5,0.833333333,0.333333333,0.333333333,0.333333333,1,0.833333333,0.5,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.330395655,0.723347997,0.630902385,0.793103448,0.646980514,0.444444444,0.5,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.497796741,0.560611525,0.698011043,0.643678161,0.982349026,0.333333333,0.8,1,0.5,0.5,0,1,1,0.5,0,0.5,0,0.833333333,0.666666667,0.5,0,0.5,0.833333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0.581497284,0.609432466,0.798674028,0.632183908,0.558725642,0.444444444,0.8,0.833333333,0,0.5,0.5,1,0.833333333,0.833333333,0,0.5,0,0.666666667,0.5,0,0,0.333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.464316524,0.788442586,0.781896864,0.724137931,0.646980514,0.777777778,1,0.833333333,0.333333333,0.333333333,0,0.833333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.648457719,0.690800703,0.88255985,0.770114943,0.788188308,0.333333333,0.5,1,0,0.5,0,1,0.833333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.698678045,0.70707435,0.748342536,0.781609195,0.752886359,0.444444444,0.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.648457719,0.772168939,0.7651197,0.735632184,0.858792205,0.555555556,0.8,0.666666667,0.5,0,0,1,0.666666667,0,0,0.5,0,0.5,0,0,0,0,0.833333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.648457719,0.479243288,0.597348057,0.781609195,0.682282462,0.555555556,0.3,0.833333333,0.333333333,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.464316524,0.674527055,0.7651197,0.931034483,0.646980514,0.333333333,0.2,0.666666667,0.166666667,0.166666667,0.5,1,1,0.166666667,0,0.166666667,0,0,0.333333333,0.166666667,0.166666667,0.166666667,1,0,0.166666667,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.430836306,0.772168939,0.681233878,0.896551724,0.841141231,0.333333333,0.3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.681937936,0.690800703,0.932891343,0.873563218,0.735235385,0.777777778,0.7,0.5,0.166666667,0.166666667,0.166666667,1,1,0.166666667,0.166666667,0.333333333,0.166666667,0,0.333333333,0.333333333,0.166666667,0.333333333,0.166666667,0,0.166666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.531276958,0.658253408,0.781896864,0.781609195,0.505772719,0.333333333,0.3,1,0.333333333,0.5,0,1,0.833333333,0.166666667,0,0.5,0,0,0.5,0.166666667,0,0.333333333,0.833333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.63171761,0.690800703,0.731565371,0.793103448,0.735235385,0.555555556,0.5,0.833333333,0.166666667,0,0.5,0.833333333,0.666666667,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.698678045,0.593158819,0.748342536,0.701149425,0.717584411,0.666666667,0.6,1,0.166666667,0.166666667,0.166666667,1,0.833333333,0.5,0,0.5,0,0.166666667,0.5,0.5,0,0.666666667,0,0,0.333333333,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.447576415,0.674527055,0.513462235,0.827586207,0.823490257,0.111111111,0.1,0.833333333,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.63171761,0.576885172,0.597348057,0.747126437,0.699933436,0.333333333,0.5,0.833333333,0.166666667,0,0,1,1,0,0,0.166666667,0,0,0,0.166666667,0,0.166666667,1,0,0.166666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.598237393,0.723347997,0.64767955,0.873563218,0.594027591,0.444444444,0.5,0.833333333,0.333333333,0.166666667,0,1,0.833333333,0.333333333,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0.833333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.548017067,0.658253408,0.563793728,0.827586207,0.752886359,0.222222222,0.2,0.833333333,0,0,0,0.833333333,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.63171761,0.886084469,0.630902385,0.896551724,0.717584411,0.888888889,0.8,1,0.166666667,0.166666667,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.564757175,0.788442586,0.580570893,0.954022989,0.911745128,0.333333333,0.4,0.833333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.598237393,0.739621644,0.630902385,0.850574713,0.929396103,0.222222222,0.4,0.666666667,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.481056632,0.658253408,0.88255985,0.931034483,0.823490257,0.111111111,0.2,0.166666667,0,0,0,0.333333333,0.833333333,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38061598,0.739621644,0.798674028,0.735632184,0.788188308,0.555555556,0.7,1,0.333333333,0.333333333,0.333333333,1,0.666666667,0.5,0.833333333,0.333333333,0.333333333,0,0,0.166666667,0.166666667,0,0.333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.983259891,0.641979761,0.664456714,0.666666667,0.452819796,0.666666667,0.6,0.833333333,0.333333333,0,1,1,1,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0,0.333333333,0.333333333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
